Time,Speed (mph),Speed (m/s),Distance (m),Grade (%),Grade (radians),F_aero (N),F_roll (N),F_grade (N),Acceleration (m/s^2),F_inertia (N),Fthrust (N),Fbrake (N),P_veh (W),P_veh (kW),a,b,Tg (Nm),Tm (Nm),Wg (rad/s),Wm (rad/s),Pbatt (kW),Teng (Nm),Weng (rad/s),Peng (kW)
533,25.0,11.176,5950.504735999995,0.9207797599286285,0.009207537389308058,37.4708928,293.98753761256387,180.4651828699368,0.0,0.0,511.9236132825007,0.0,5721.2583020452275,5.721258302045228,-4.106269054170584e-05,0.28739157626658063,-15.373761423761424,-2.6323476607512077,-21.38857756922492,153.22296000000003,44.014772064593956,55.345541125541125,104.71975511965977,6.277999891480327
534,25.0,11.176,5961.680735999996,0.36693512587195465,0.0036693347906345372,37.4708928,293.9980207916032,71.91880051018165,0.0,0.0,403.38771410178487,0.0,4508.261092801547,4.508261092801548,-4.1336183684138604e-05,0.23932753039983767,-12.752313612313612,-3.7331332547590215,-21.38857756922492,153.22296000000003,-165.31458722325794,45.908329004329005,104.71975511965977,5.277999891480327
535,25.0,11.176,5972.856735999996,-0.19148786870541468,-0.0019148763465921912,37.4708928,293.99946098770556,-37.531553456717624,0.0,0.0,293.93880033098793,0.0,3285.060032499121,3.285060032499121,-4.154751478962985e-05,0.19172154289982313,-10.130865800865802,-4.900513640165897,-21.38857756922492,153.22296000000003,-383.3172199110445,36.471116883116885,104.71975511965977,4.277999891480327
536,25.6,11.444224,5984.300959999996,-0.7607793788441581,-0.007607647017574117,39.2910788886528,293.99149222594116,-149.10844322741244,0.268224,536.4480000000001,720.6221278871816,0.0,8246.961050897553,8.246961050897553,-4.0263879255520765e-05,0.39034239859911135,-23.6125974025974,-8.830964195901203,-30.949690273224892,156.90031104000002,-317.97613809700897,85.00535064935065,104.71975511965977,9.277999891480327
537,25.8,11.533632,5995.834591999996,-1.3244290566906425,-0.013243516249288021,39.9074001334272,293.97421794060233,-259.5653307722942,0.0894080000000006,178.8160000000012,253.1322873017365,0.0,2919.534649056502,2.919534649056502,-4.1483571771437396e-05,0.18088454217429728,-7.509417989417988,-1.0611543653579218,-34.136727841225,158.12609472000005,158.95789031219505,27.033904761904758,104.71975511965977,3.2779998914803277
538,26.0,11.62304,6007.457631999996,-1.8746251388635715,-0.018744055903524834,40.52851765247999,293.9483545862546,-367.3619833566506,0.08940799999999882,178.81599999999764,145.9308888820816,0.0,1696.1605587119898,1.6961605587119897,-4.156254032847015e-05,0.13607773723923666,-4.887970177970177,-2.0646021941534176,-37.32376540922493,159.35187840000003,-65.01620535451721,17.596692640692638,104.71975511965977,2.2779998914803277
539,25.6,11.444224,6018.901855999996,-2.391676680452441,-0.02391220814523257,39.2910788886528,293.9159503313751,-468.63461628037845,-0.17881599999999942,-357.6319999999988,0.0,-493.0595870603494,0.0,0.0,-4.1639685975444e-05,0.07392210730558235,-3.3899999999999997,-8.813999999999998,-30.949690273224892,156.90031104000002,-1052.0467931908909,12.203999999999999,104.71975511965977,1.2779998914803277
540,25.2,11.265407999999999,6030.167263999996,-2.870122066274958,-0.028693343582520556,38.07282522193919,293.87898203226933,-562.3123674301587,-0.1788160000000012,-357.6320000000024,0.0,-587.9925601759526,0.0,0.0,-4.170179470013907e-05,0.07205716632268655,-3.3899999999999997,-8.813999999999998,-24.57561513722485,154.44874368,-1059.1012071112598,12.203999999999999,104.71975511965977,1.2779998914803277
541,25.0,11.176,6041.343263999996,-3.308831224010531,-0.033076244736651494,37.4708928,293.83919108073974,-648.1761935239657,-0.08940799999999882,-178.81599999999764,0.0,-495.6821096432236,0.0,0.0,-4.173227936246699e-05,0.07115301452557554,-3.3899999999999997,-8.813999999999998,-21.38857756922492,153.22296000000003,-1062.6284140714442,12.203999999999999,104.71975511965977,1.2779998914803277
542,25.0,11.176,6052.519263999997,-3.706255094027587,-0.037045594802567396,37.4708928,293.79828378493374,-725.9275905963156,0.0,0.0,0.0,-394.6584140113818,0.0,0.0,-4.173227936246699e-05,0.07115301452557554,-3.3899999999999997,-8.813999999999998,-21.38857756922492,153.22296000000003,-1062.6284140714442,12.203999999999999,104.71975511965977,1.2779998914803277
543,25.0,11.176,6063.695263999997,-4.057434898525434,-0.040552105402658835,37.4708928,293.758295557634,-794.6034400845956,0.0,0.0,0.0,-463.3742517269616,0.0,0.0,-4.173227936246699e-05,0.07115301452557554,-3.3899999999999997,-8.813999999999998,-21.38857756922492,153.22296000000003,-1062.6284140714442,12.203999999999999,104.71975511965977,1.2779998914803277
544,24.4,10.907775999999998,6074.603039999997,-4.35139873082481,-0.043486554366538324,35.69387317985279,293.7220549851372,-852.0678515183874,-0.2682240000000018,-536.4480000000036,0.0,-1059.0999233534012,0.0,0.0,-4.1821727556787364e-05,0.06854086143793714,-3.3899999999999997,-8.813999999999998,-11.82746486522483,149.54560896,-1073.2100349519978,12.203999999999999,104.71975511965977,1.2779998914803277
545,23.1,10.326624,6084.9296639999975,-4.582089041506884,-0.04578886294021843,31.9917489712128,293.6918507094785,-897.148140477185,-0.5811519999999977,-1162.3039999999953,0.0,-1733.768540796489,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,8.888279326775107,141.57801504000003,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
546,19.8,8.851392,6093.781055999997,-4.74104638621116,-0.04737498936957712,23.504142101299205,293.6701364283102,-928.2024927010519,-1.475232,-2950.4640000000004,0.0,-3561.4922141714433,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,61.47439919877506,121.35258432000003,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
547,16.5,7.37616,6101.157215999997,-4.845199043596761,-0.04841412852941707,16.322320903679998,293.65550990354836,-948.5462638210612,-1.475232000000001,-2950.4640000000018,0.0,-3589.0324330138346,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,114.06051907077514,101.12715360000001,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
548,13.2,5.9009279999999995,6107.058143999997,-4.9095717930936,-0.04905632828059072,10.446285378355197,293.64631200678036,-961.1184337163011,-1.475232,-2950.4640000000004,0.0,-3607.489836331166,0.0,0.0,-4.193193156063627e-05,0.06531221627340411,-3.3899999999999997,-8.813999999999998,166.64663894277516,80.90172288000001,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
549,9.9,4.425696,6111.483839999997,-4.94664564946439,-0.04942616863636355,5.876035525324801,293.6409600184016,-968.3585182530487,-1.4752319999999992,-2950.4639999999986,0.0,-3619.305522709321,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,219.2327588147751,60.67629216000002,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
550,6.6,2.9504639999999998,6114.434303999997,-4.965983418718534,-0.0496190724590323,2.6115713445887994,293.63815255405393,-972.1347977910501,-1.4752320000000005,-2950.4640000000013,0.0,-3626.349073892409,0.0,0.0,-4.193193156063627e-05,0.06531221627340433,-3.3899999999999997,-8.813999999999998,271.8188786867752,40.450861440000004,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
551,3.3,1.4752319999999999,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.6528928361471998,293.6369808246903,-973.7065315597251,-1.4752319999999999,-2950.464,0.0,-3629.880657898888,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,324.40499855877516,20.225430720000002,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
552,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,-1.4752319999999999,-2950.464,0.0,-3630.5335507350346,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
553,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
554,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
555,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
556,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
557,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
558,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
559,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
560,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
561,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
562,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
563,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
564,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
565,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
566,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
567,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
568,0.0,0.0,6115.9095359999965,-4.974032198660916,-0.04969936193555694,0.0,293.6369808246903,-973.7065315597251,0.0,0.0,0.0,-680.0695507350349,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,376.99111843077515,0.0,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
569,3.3,1.4752319999999999,6117.384767999996,-4.980998494905584,-0.04976885272995304,0.6528928361471998,293.6359651611032,-975.0668670117356,1.4752319999999999,2950.464,2269.6859909855148,0.0,3348.3134038535427,3.3483134038535427,-4.1276288307917554e-05,0.21635245750193555,-12.752313612313612,132.39365572290177,324.40499855877516,20.225430720000002,-366.1198294158853,45.908329004329005,104.71975511965977,5.277999891480327
570,6.6,2.9504639999999998,6120.335231999996,-4.991677807992819,-0.049875380993451096,2.6115713445887994,293.6344054122738,-977.1522301064091,1.4752319999999999,2950.464,2269.5577466504537,0.0,6696.248427413284,6.696248427413284,-4.0630977064783284e-05,0.3628412208214644,-20.99114959114959,110.96332810534904,271.8188786867752,40.450861440000004,430.73929107894037,75.56813852813852,104.71975511965977,8.277999891480327
571,9.9,4.425696,6124.760927999996,-4.999547921025295,-0.04995388620496885,5.876035525324801,293.6332538342929,-978.689015834088,1.4752320000000005,2950.4640000000013,2271.284273525531,0.0,10052.013724204848,10.052013724204848,-3.9996357813246495e-05,0.505266794031602,-31.476940836940834,83.82620280466357,219.2327588147751,60.67629216000002,118.17893400625144,113.316987012987,104.71975511965977,12.277999891480327
572,13.0,5.81152,6130.572447999996,-4.995012812913572,-0.04990864809613379,10.132129413119998,293.63391764443764,-977.803453959983,1.3858239999999995,2771.6479999999992,2097.6105930975737,0.0,12190.30591399841,12.190305913998412,-3.941019185511344e-05,0.5880896962309472,-36.71983645983646,57.5270096754371,169.83367651077512,79.67593920000002,91.54963277640945,132.19141125541125,104.71975511965977,14.277999891480327
573,14.6,6.526784,6137.099231999996,-4.96981584180543,-0.04965730233845201,12.7796728147968,293.637594870533,-972.88318049148,0.7152640000000003,1430.5280000000007,764.0620871938505,0.0,4986.868205703428,4.986868205703429,-4.103632687857192e-05,0.26161927864857026,-15.373761423761424,15.758496534095606,144.3373759667751,89.48220864000002,-227.20997852273013,55.345541125541125,104.71975511965977,6.277999891480327
574,16.0,7.15264,6144.251871999996,-4.9179045235083985,-0.04913945487699797,15.34807769088,293.6451125746671,-962.7457516247256,0.6258559999999997,1251.7119999999995,597.9594386408211,0.0,4276.988599199883,4.276988599199883,-4.13311729565874e-05,0.2304829496520887,-12.752313612313612,10.45882331263968,122.02811299077514,98.06269440000001,-116.10742284300022,45.908329004329005,104.71975511965977,5.277999891480327
575,17.0,7.59968,6151.851551999996,-4.835200782851711,-0.04831437960918288,17.32654083072,293.65692768961645,-946.5934711031078,0.4470400000000003,894.0800000000006,258.46999741722925,0.0,1964.2892699717688,1.964289269971769,-4.184290240649892e-05,0.13736824126333624,-4.887970177970177,6.143939639190686,106.0929251507751,104.19161280000003,312.3218979664841,17.596692640692638,104.71975511965977,2.2779998914803277
576,17.0,7.59968,6159.451231999997,-4.724584712149225,-0.04721074053919961,17.32654083072,293.67241930963735,-924.9868151001264,0.0,0.0,0.0,-613.987854959769,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,106.0929251507751,104.19161280000003,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
577,17.0,7.59968,6167.050911999997,-4.586694868601055,-0.04583482461511046,17.32654083072,293.69123188280287,-898.0480441533163,0.0,0.0,0.0,-587.0302714397934,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,106.0929251507751,104.19161280000003,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
578,17.5,7.8232,6174.874111999997,-4.417101425615274,-0.044142320799829486,18.360737472,293.7136104687104,-864.9085383493001,0.22351999999999972,447.03999999999945,0.0,-105.79419040859028,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,98.12533123077513,107.25607200000002,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
579,17.7,7.912608,6182.786719999996,-4.218089352693168,-0.04215590372654195,18.7828096084992,293.73880201292945,-826.0110088290562,0.08940799999999971,178.8159999999994,0.0,-334.67339720762817,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,94.93829366277514,108.48185568000001,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
580,17.7,7.912608,6190.699327999996,-3.9926818660097574,-0.03990562247307942,18.7828096084992,293.76593963379923,-781.9426266847915,0.0,0.0,0.0,-469.39387744249314,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,94.93829366277514,108.48185568000001,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
581,17.5,7.8232,6198.522527999996,-3.7452526854129253,-0.03743503012691278,18.360737472,293.7940209786358,-733.5552306856647,-0.08940799999999971,-178.8159999999994,0.0,-600.2164722350283,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,98.12533123077513,107.25607200000002,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
582,17.0,7.59968,6206.122207999996,-3.482940478783336,-0.03481533132534618,17.32654083072,293.82183822461485,-682.2426492686933,-0.22351999999999972,-447.03999999999945,0.0,-818.1342702133579,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,106.0929251507751,104.19161280000003,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
583,16.9,7.554975999999999,6213.6771839999965,-3.2022391389989826,-0.03201145250796175,17.123298708172793,293.8493770985396,-627.31731754361,-0.04470400000000119,-89.40800000000237,0.0,-405.75264173689993,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,107.68644393477513,103.57872096000001,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
584,16.6,7.420864000000001,6221.098047999996,-2.908725614532396,-0.029079057037024143,16.520766751948802,293.8757067997605,-569.8691972381837,-0.13411199999999823,-268.22399999999647,0.0,-527.6967236864708,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,112.46700028677509,101.74004544000003,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
585,17.0,7.59968,6228.6977279999965,-2.5915593634036505,-0.025909794177870527,17.32654083072,293.9013218577005,-507.7751483846891,0.17881599999999942,357.6319999999988,161.0847143037302,0.0,1224.1922815997725,1.2241922815997726,-4.191573611386026e-05,0.10932705874502102,-3.3899999999999997,2.935432115516427,106.0929251507751,104.19161280000003,54.11371427283285,12.203999999999999,104.71975511965977,1.2779998914803277
586,17.1,7.6443840000000005,6236.342111999997,-2.257438535630838,-0.022570551871152762,17.530982021836802,293.92511699672053,-442.34525713213304,0.0447040000000003,89.4080000000006,0.0,-41.48115811357512,0.0,0.0,-4.193193156063629e-05,0.06531221627340389,-3.3899999999999997,-8.813999999999998,104.49940636677508,104.80450464000003,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
587,17.0,7.59968,6243.941791999997,-1.9121978980200458,-0.019119648840339877,17.32654083072,293.9462641741553,-374.7222856564432,-0.0447040000000003,-89.4080000000006,0.0,-152.8574806515685,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,106.0929251507751,104.19161280000003,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
588,16.6,7.420864000000001,6251.362655999997,-1.5644130449248486,-0.015642854394627582,16.520766751948802,293.9640299961331,-306.58744217642004,-0.17881599999999942,-357.6319999999988,0.0,-353.73464542833693,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,112.46700028677509,101.74004544000003,-1086.2999077582783,12.203999999999999,104.71975511965977,1.2779998914803277
589,16.5,7.37616,6258.738815999996,-1.2101859052505142,-0.012101268311855392,16.322320903679998,293.9784734805694,-237.17907003549809,-0.04470400000000119,-89.40800000000237,0.0,-16.28627565125106,0.0,0.0,-4.193193156063628e-05,0.06531221627340422,-3.3899999999999997,-8.813999999999998,114.06051907077514,101.12715360000001,-1086.2999077582786,12.203999999999999,104.71975511965977,1.2779998914803277
590,16.5,7.37616,6266.114975999996,-0.8493774027973331,-0.008493569777978272,16.322320903679998,293.98939537679905,-166.4719660634026,0.0,0.0,143.83975021707647,0.0,1060.9850119611908,1.0609850119611908,-4.192296618256688e-05,0.10334082558760416,-3.3899999999999997,1.6775937430398589,114.06051907077514,101.12715360000001,-129.0768208426847,12.203999999999999,104.71975511965977,1.2779998914803277
591,16.6,7.420864000000001,6273.535839999996,-0.4817249714175357,-0.004817212451830801,16.520766751948802,293.9965887928331,-94.41699888872033,0.04470400000000119,89.40800000000237,305.50835665606394,0.0,2267.1359656081454,2.2671359656081456,-4.179411630474208e-05,0.14925110480396686,-7.509417989417988,2.759127863258229,112.46700028677509,101.74004544000003,-387.6259353261408,27.033904761904758,104.71975511965977,3.2779998914803277
592,17.0,7.59968,6281.135519999996,-0.10248218209514873,-0.0010248214621753386,17.32654083072,293.9998456119362,-20.086497142632037,0.17881599999999942,357.6319999999988,648.871889300023,0.0,4931.218719675599,4.9312187196755985,-4.117863008277686e-05,0.2566295390761373,-15.373761423761424,7.356585673860188,106.0929251507751,104.19161280000003,-484.63195606048293,55.345541125541125,104.71975511965977,6.277999891480327
593,17.6,7.867904,6289.003423999996,0.2907417470741874,0.0029074092785761367,18.5711740059648,293.9987574056545,56.985141577173444,0.268224,536.4480000000001,906.0030729887928,0.0,7128.345201980816,7.128345201980816,-4.043248677805868e-05,0.3478649533284944,-20.99114959114959,11.506386189837663,96.53181244677513,107.86896384000002,-262.1525923738834,75.56813852813852,104.71975511965977,8.277999891480327
594,18.5,8.27024,6297.273663999996,0.7020899171484335,0.007020783814442888,20.519060897279996,293.9927541931738,137.60623228915014,0.40233599999999914,804.6719999999983,1256.7900473796021,0.0,10393.95532144068,10.39395532144068,-3.9096921387775836e-05,0.4828531824766913,-28.855493025493026,16.645305834637313,82.19014339077518,113.3849904,204.49415381257495,103.87977489177489,104.71975511965977,11.277999891480327
595,19.2,8.583167999999999,6305.856831999996,1.1238902347774413,0.011238429177420954,22.101231874867192,293.9814337587292,220.26857507153798,0.31292799999999943,625.8559999999989,1162.2072407051332,0.0,9975.419997788596,9.975419997788597,-3.936240659012693e-05,0.4641033575816393,-28.855493025493026,9.746486967061173,71.03551190277516,117.67523328,-392.9822134620408,103.87977489177489,104.71975511965977,11.277999891480327
596,20.2,9.030208,6314.887039999996,1.558669539309038,0.015585433340099533,24.4633969569792,293.9642935801207,305.46212669855566,0.4470400000000012,894.0800000000024,1517.969817235658,0.0,13707.583187359976,13.707583187359976,-3.8087033205425866e-05,0.6168973224156705,-36.71983645983646,15.248324346340425,55.100324062775144,123.80415168000002,501.1644156720547,132.19141125541125,104.71975511965977,14.277999891480327
597,21.0,9.38784,6324.274879999996,1.9971532947711634,0.019968878286943343,26.439461959680006,293.9413848010972,391.3640034167397,0.3576320000000006,715.2640000000013,1427.008850177518,0.0,13396.530764050513,13.396530764050512,-3.799409073491328e-05,0.5990146771730377,-36.71983645983646,8.61368050548414,42.35217379077506,128.70728640000004,-17.603756574405224,132.19141125541125,104.71975511965977,14.277999891480327
598,21.1,9.432544,6333.7074239999965,2.420004946281768,0.024195326930501596,26.691865893580797,293.9139483628526,474.1821392128717,0.04470399999999941,89.40799999999882,884.195953469304,0.0,8340.217235721162,8.340217235721163,-4.0213749486879944e-05,0.3933274632012346,-23.6125974025974,3.1000223527583444,40.75865500677513,129.32017824000002,-346.4133567541632,85.00535064935065,104.71975511965977,9.277999891480327
599,21.2,9.477248,6343.184671999997,2.8231861551013617,0.028224364513723288,26.945468896051196,293.8829054050092,553.1240998402567,0.04470399999999941,89.40799999999882,963.360474141316,0.0,9130.006126834838,9.130006126834838,-3.990805904282797e-05,0.4257380820233966,-26.234045214045214,2.0584754516017654,39.16513622277513,129.93307008000002,-558.677390591401,94.44256277056276,104.71975511965977,10.277999891480327
600,21.6,9.656064,6352.8407359999965,3.2078922116705053,0.03206792522337014,27.971871591628805,293.8488452352873,628.423614692433,0.1788160000000012,357.6320000000024,1307.8763315193514,0.0,12628.937561236075,12.628937561236075,-3.8414931795425874e-05,0.5672210174754946,-34.09838864838865,6.739983206337683,32.791061086775095,132.38463744000003,99.3256926662857,122.75419913419913,104.71975511965977,13.277999891480327
601,22.0,9.83488,6362.675615999997,3.5689786786428126,0.03567464493891549,29.01745938432,293.8129358378155,699.074735676408,0.17881599999999942,357.6319999999988,1379.5371308985423,0.0,13567.582137931455,13.567582137931455,-3.803031212538064e-05,0.6036417487397665,-36.71983645983646,5.151118924231341,26.41698595077511,134.83620480000002,-7.397027155693536,132.19141125541125,104.71975511965977,14.277999891480327
602,22.4,10.013696,6372.689311999997,3.901170657249512,0.038991933813769204,30.082232274124795,293.7765337921061,764.0482622788227,0.17881599999999942,357.6319999999988,1445.5390283450524,0.0,14475.188385982738,14.475188385982738,-3.7693552442265626e-05,0.6388377637846432,-39.34128427128427,3.1494973895589595,20.042910814775073,137.28777216000003,-161.54562120598928,141.62862337662338,104.71975511965977,15.277999891480327
603,22.5,10.0584,6382.747711999997,4.1954929943808885,0.041930339327763355,30.351423168000004,293.74158932044264,821.5938534348168,0.04470400000000119,89.40800000000237,1235.0948659232618,0.0,12423.078199402536,12.423078199402536,-3.860524467905731e-05,0.5573027850171746,-34.09838864838865,1.4313423897009443,18.449392030775076,137.90066400000003,-302.5149871158901,122.75419913419913,104.71975511965977,13.277999891480327
604,22.5,10.0584,6392.806111999997,4.44740471136896,0.044444759518222306,30.351423168000004,293.70967330845104,870.8305232310956,0.0,0.0,1194.8916197075466,0.0,12018.697867666388,12.018697867666388,-3.8786344370065834e-05,0.541129601679682,-31.476940836940834,5.314703620273789,18.449392030775076,137.90066400000003,368.6157984889588,113.316987012987,104.71975511965977,12.277999891480327
605,22.5,10.0584,6402.8645119999965,4.654359329849172,0.04651002769272305,30.351423168000004,293.68206946464943,911.2679200148026,0.0,0.0,1235.301412647452,0.0,12425.155728973132,12.425155728973131,-3.860430216532246e-05,0.5573859206479754,-34.09838864838865,1.4464077962793738,18.449392030775076,137.90066400000003,-300.0708346798956,122.75419913419913,104.71975511965977,13.277999891480327
