We (rad/s),Te (Nm),Fuel Consumption (g/s)
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
